Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitable_Water,Temperature,Visibility,Day_of_week,Weekdays,HolidayName,School_Day,Solar_Elevation,FOOD_SERVICE,GROCERY,HEALTH_CARE,K12_SCHOOLS,LODGING,OFFICE,RESIDENTIAL,STAND_ALONE_RETAIL
Consumption,1,6,17,0.1,-18.3,0.73,4,-14.4,11.3,6,Fri,Regular,0,10.6885983,7938.402504,2686.6538,4118.472296,5390.450798,1560.881863,30128.17995,71293.23432,2281.398015
Consumption,1,6,18,0.1,-18.3,0.73,4,-14.4,11.3,6,Fri,Regular,0,2.168341997,10853.41288,2849.31485,4151.305449,4208.284544,1922.511359,33372.23684,96875.77047,2560.767907
Consumption,1,6,19,0,-18.3,0.8,4,-15.6,11.3,6,Fri,Regular,0,-7.473484489,10853.83338,2844.035562,3046.138292,4256.577562,2034.299738,29864.12304,104230.384,2127.614909
Consumption,1,6,20,0,-20,0.83,4,-17.8,16.1,6,Fri,Regular,0,-17.86648841,10853.18985,2570.123823,2856.678759,4258.504915,2089.074989,30439.44459,102289.4548,2133.618134
Consumption,1,6,21,0,-20,0.83,4,-17.8,16.1,6,Fri,Regular,0,-28.70643306,8917.347407,2274.768299,2285.462058,4259.965898,2231.069289,30021.79181,101550.9653,1941.192357
Consumption,1,6,22,0,-24.4,0.82,3,-22.2,16.1,6,Fri,Regular,0,-39.70320419,8905.274604,1611.406519,2152.117416,1836.245777,2154.973043,31107.61065,88698.18325,814.2656097
Consumption,1,6,23,0,-23.9,0.82,3,-21.7,16.1,6,Fri,Regular,0,-50.48581811,8905.204069,1023.859384,1904.690439,1907.357656,1808.266382,8658.726483,72527.17739,522.7122739
Consumption,1,6,24,0,-23.9,0.82,3,-21.7,16.1,6,Fri,Regular,0,-60.37159638,9371.366014,1544.165317,1907.575653,1992.25922,1537.637715,11014.95021,58604.2972,556.7624262
Consumption,1,7,1,0,-22.2,0.83,3,-20,11.3,7,Sat,Regular,0,-67.74282028,5317.058787,1187.925842,1848.403325,1937.653472,1509.846119,12350.67534,49834.3542,542.3992617
Consumption,1,7,2,0,-22.8,0.83,3,-20.6,11.3,7,Sat,Regular,0,-69.44879106,3654.957781,1129.488222,1845.948378,1988.160168,1555.028972,13465.4904,48820.16313,566.7034565
Consumption,1,7,3,0,-21.7,0.87,4,-20,11.3,7,Sat,Regular,0,-64.30303591,3659.621701,1099.403714,1842.54553,1974.791719,1518.390439,14129.00159,48458.22165,564.9823066
Consumption,1,7,4,0,-22.8,0.83,3,-20.6,11.3,7,Sat,Regular,0,-55.2966555,3664.433852,1144.201897,1844.531692,2007.456264,1556.820837,14728.87548,48350.75887,585.6473795
Consumption,1,7,5,0,-22.8,0.83,3,-20.6,11.3,7,Sat,Regular,0,-44.81048694,3722.300115,1218.87459,1879.41192,1995.664057,1622.686208,15344.69394,53788.0835,579.7249251
Consumption,1,7,6,0.2,-22.8,0.83,3,-20.6,11.3,7,Sat,Regular,0,-33.85172116,5294.069607,1172.441722,1880.18335,2023.628026,1732.730862,15956.00253,65105.96898,599.2654382
Consumption,1,7,7,0.6,-25.6,0.82,3,-23.3,4.8,7,Sat,Regular,0,-22.89291888,10899.64212,1481.550456,2175.440087,1998.368612,2144.011047,49824.95902,78809.8012,1051.568998
Consumption,1,7,8,0.4,-25.6,0.78,3,-22.8,4.8,7,Sat,Regular,0,-12.2452858,10879.57178,1590.624698,2667.712147,2021.326509,2374.695858,43271.46101,86034.45682,1195.491746
Consumption,1,7,9,0.7,-23.3,0.87,3,-21.7,4.8,7,Sat,Regular,0,-2.197945843,7965.605013,2185.656296,2635.341988,1759.223963,2561.786509,39811.33593,69227.48746,1307.36221
Consumption,1,7,10,1,-19.4,0.87,4,-17.8,4.8,7,Sat,Regular,0,6.914935858,7969.700783,2388.427899,3042.109689,1734.812119,2260.031221,35648.15372,58604.47533,1821.953354
Consumption,1,7,11,1,-17.2,0.87,4,-15.6,4.8,7,Sat,Regular,0,14.6750099,9902.39944,2685.100058,3137.790542,1701.841594,1787.242697,32241.88019,49674.05492,2297.488258
Consumption,1,7,12,1,-16.7,0.83,4,-14.4,6.4,7,Sat,Regular,0,20.57398694,10350.11799,3057.785467,3265.84165,1745.394241,1691.269918,30323.8067,48985.19555,2286.250922
Consumption,1,7,13,1,-16.7,0.73,4,-12.8,11.3,7,Sat,Regular,0,24.07664854,9985.167456,2815.553394,3187.790945,1685.908598,1663.2258,30364.24661,48142.2799,2289.712467
Consumption,1,7,14,1,-17.8,0.64,4,-12.2,11.3,7,Sat,Regular,0,24.77847515,9907.028431,2774.04321,3197.50261,1708.876445,1612.071523,29308.81596,46470.24937,2289.738613
Consumption,1,7,15,1,-18.3,0.58,4,-11.7,11.3,7,Sat,Regular,0,22.588832,7974.251305,2728.167494,3224.803878,1674.14381,1582.93398,26894.71978,45991.70115,2291.268966
Consumption,1,7,16,1,-18.9,0.55,4,-11.7,11.3,7,Sat,Regular,0,17.77954611,7969.771995,2686.960455,2921.160839,1710.615017,1562.871779,27415.2208,49327.13567,2293.288897
Consumption,1,7,17,1,-17.8,0.61,4,-11.7,11.3,7,Sat,Regular,0,10.84752492,7938.353932,2686.845655,2954.667823,1677.473426,1633.046323,27577.53845,67740.49072,2293.90308
Consumption,1,7,18,1,-17.2,0.67,4,-12.2,11.3,7,Sat,Regular,0,2.327881489,10852.75174,2849.728745,2832.469006,1949.47965,1912.159996,29622.01954,96716.87926,2564.59695
Consumption,1,7,19,1,-17.2,0.7,4,-12.8,11.3,7,Sat,Regular,0,-7.315067041,10853.51776,2679.283868,2669.849003,1956.371338,2136.620489,6697.710143,104360.3929,1934.635017
Consumption,1,7,20,1,-17.2,0.73,4,-13.3,11.3,7,Sat,Regular,0,-17.70963711,10908.58304,2131.343375,2624.381032,2008.402349,2092.929864,7858.849962,102025.1281,1546.605828
Consumption,1,7,21,1,-20,0.6,4,-13.9,11.3,7,Sat,Regular,0,-28.55066768,8969.183751,2007.688239,2172.713676,1979.8684,2167.799998,10869.04513,101120.5119,1548.855434
Consumption,1,7,22,1,-18.3,0.8,4,-15.6,11.3,7,Sat,Regular,0,-39.54728869,8945.111099,1497.734014,2120.217974,2021.452444,2137.630671,11272.3273,87779.20645,1161.942446
Consumption,1,7,23,0.2,-19.4,0.87,4,-17.8,11.3,7,Sat,Regular,0,-50.32794601,8905.275958,966.3515027,1911.436571,1982.452844,1808.390501,13931.53889,71175.13469,475.2409824
Consumption,1,7,24,0,-21.7,0.83,4,-19.4,11.3,7,Sat,Regular,0,-60.21087653,9371.366885,1558.382155,1889.895595,2043.961685,1489.68885,13280.89336,57367.47013,501.4423493
Consumption,1,8,1,0,-22.2,0.87,3,-20.6,11.3,1,Sun,Regular,0,-67.58848554,5317.187666,1154.5954,1804.629683,1985.932174,1452.469945,16283.05874,49288.32048,531.2570811
Consumption,1,8,2,0,-23.3,0.79,3,-20.6,11.3,1,Sun,Regular,0,-69.33779461,3657.137496,1119.379613,1811.051063,2021.417017,1514.44599,14951.72349,48517.35204,549.050979
Consumption,1,8,3,0,-23.3,0.79,3,-20.6,11.3,1,Sun,Regular,0,-64.25174969,3661.580619,1151.117867,1813.8269,1987.728497,1481.102164,18108.68572,48209.01047,567.7804873
Consumption,1,8,4,0,-25,0.78,3,-22.2,11.3,1,Sun,Regular,0,-55.28015417,3665.435564,1106.532005,1821.90689,2023.611768,1561.22815,16438.39057,48590.65643,574.8882491
Consumption,1,8,5,0,-24.4,0.82,3,-22.2,11.3,1,Sun,Regular,0,-44.80855052,3722.504366,1204.159997,1856.487949,1996.753304,1650.07835,20001.86188,54312.13099,593.1142811
Consumption,1,8,6,0,-25.6,0.78,3,-22.8,11.3,1,Sun,Regular,0,-33.85322237,5294.016197,1223.703749,1860.323188,2032.124588,1788.38361,17694.47484,65870.38057,593.472449
Consumption,1,8,7,0,-25,0.82,3,-22.8,11.3,1,Sun,Regular,0,-22.89104474,10899.61271,1486.003195,2143.915017,1998.130089,2152.160847,21365.03227,79136.1423,609.1820722
Consumption,1,8,8,0,-24.4,0.82,3,-22.2,4.8,1,Sun,Regular,0,-12.23495017,10879.57323,1590.543215,2170.495826,2027.637541,2365.756646,18498.33125,85892.12314,604.1179572
Consumption,1,8,9,0.4,-23.9,0.82,3,-21.7,6.4,1,Sun,Regular,0,-2.174616919,7965.609851,1855.821736,2423.017758,1757.546052,2554.152368,18602.58646,69032.23246,927.6288116
Consumption,1,8,10,0.6,-17.8,0.8,4,-15,11.3,1,Sun,Regular,0,6.955698556,7969.582547,1523.332359,2415.363402,1743.075739,2209.749133,12500.76131,57641.806,850.5953039
Consumption,1,8,11,0.8,-16.1,0.76,4,-12.8,11.3,1,Sun,Regular,0,14.73744723,9902.395376,1940.463668,2634.031493,1701.475681,1714.398048,12706.30379,48475.70375,1412.167094
Consumption,1,8,12,0.8,-16.7,0.64,4,-11.1,11.3,1,Sun,Regular,0,20.66131824,10350.50143,2319.278295,2702.641223,1761.872952,1616.415892,10252.48368,47877.02862,1403.264119
Consumption,1,8,13,1,-15,0.64,5,-9.4,16.1,1,Sun,Regular,0,24.18956657,9986.806402,2405.694767,2792.209712,1679.153035,1538.706,11275.8452,46653.67151,1786.120624
Consumption,1,8,14,0.9,-13.9,0.65,5,-8.3,16.1,1,Sun,Regular,0,24.91388288,9909.124936,2370.173135,2838.242331,1685.688274,1462.632474,9015.284908,44929.53396,1779.877131
Consumption,1,8,15,0.7,-13.3,0.65,5,-7.8,16.1,1,Sun,Regular,0,22.74040325,7975.377156,2325.276027,2884.481925,1649.23939,1407.378808,9958.430581,44069.94203,1775.081374
Consumption,1,8,16,0.9,-13.3,0.62,5,-7.2,16.1,1,Sun,Regular,0,17.94015829,7970.535689,2284.679167,2932.567991,1672.299442,1383.364616,8347.472841,47392.05079,1781.042124
Consumption,1,8,17,0.9,-13.9,0.62,5,-7.8,16.1,1,Sun,Regular,0,11.01151274,7939.401314,2284.868214,2837.000377,1631.237335,1457.601118,10309.74815,65925.18497,1787.429662
Consumption,1,8,18,1,-13.3,0.68,5,-8.3,16.1,1,Sun,Regular,0,2.491771917,10609.95533,2065.546298,2663.57909,1898.962277,1705.866205,12071.26984,95075.83472,1650.686698
Consumption,1,8,19,1,-13.3,0.68,5,-8.3,16.1,1,Sun,Regular,0,-7.152879518,10855.53841,2185.112157,2554.155072,1929.038982,1980.586811,15121.95792,102739.0019,1318.113953
Consumption,1,8,20,1,-12.8,0.71,5,-8.3,16.1,1,Sun,Regular,0,-17.54943562,10910.26998,1945.09298,2521.872086,1989.98755,1946.902658,13579.65634,100369.1801,466.1340897
Consumption,1,8,21,1,-13.9,0.65,5,-8.3,9.7,1,Sun,Regular,0,-28.39178313,8970.6765,1838.544392,2403.480417,1960.525229,2028.275519,16033.86843,99406.05272,475.143203
Consumption,1,8,22,1,-13.3,0.71,5,-8.9,4.8,1,Sun,Regular,0,-39.38824599,8945.76333,1669.162089,2378.546054,2002.767092,1982.231278,14305.58584,85942.60155,486.6104076
Consumption,1,8,23,1,-13.9,0.68,5,-8.9,3.2,1,Sun,Regular,0,-50.16659272,8905.565549,919.3269232,2334.100221,1960.289618,1599.317941,16857.76231,68949.69928,493.1312017
Consumption,1,8,24,1,-11.7,0.81,6,-8.9,3.2,1,Sun,Regular,0,-60.04575745,9371.358564,1455.823002,2321.294917,2025.703637,1206.750844,14743.78708,54542.6895,495.6954311
Consumption,1,9,1,1,-11.1,0.84,6,-8.9,3.2,2,Mon,Regular,1,-67.42797527,5317.198019,1138.991403,2297.98441,1962.066287,1091.612448,17954.31586,45636.36742,522.4109658
Consumption,1,9,2,1,-11.1,0.88,6,-9.4,3.2,2,Mon,Regular,1,-69.21875773,3662.567045,1144.385275,2271.93475,2001.710602,1094.056848,15799.55073,44389.0901,524.0467774
Consumption,1,9,3,1,-14.4,0.84,5,-12.2,16.1,2,Mon,Regular,1,-64.19260073,3669.729684,1131.845347,2165.884812,1965.712073,1110.020498,18668.30469,44073.84391,544.0682172
Consumption,1,9,4,0,-18.3,0.87,4,-16.7,16.1,2,Mon,Regular,1,-55.25671492,3673.470844,1080.434231,1997.936908,2013.571237,1199.906114,17277.93203,44547.22638,562.1181298
Consumption,1,9,5,0,-17.8,0.91,4,-16.7,16.1,2,Mon,Regular,1,-44.80027179,3730.056061,1234.376692,2171.409938,1989.482599,1288.144562,20996.95016,50240.61591,578.4663318
Consumption,1,9,6,1,-18.9,0.91,4,-17.8,4.8,2,Mon,Regular,1,-33.8486377,5295.97676,1234.803115,2182.452372,2024.568287,1472.91605,18944.51427,61720.8025,581.398546
Consumption,1,9,7,1,-13.9,0.92,5,-12.8,4.8,2,Mon,Regular,1,-22.8831121,10899.76065,1657.044913,3298.193853,2178.352523,1925.385475,58025.03682,74354.03609,1070.433512
Consumption,1,9,8,1,-12.2,0.92,5,-11.1,3.6,2,Mon,Regular,1,-12.21842901,10881.25804,1763.215568,3876.944239,4298.493548,2205.924986,51824.21934,81290.80105,1366.899726
Consumption,1,9,9,1,-12.2,0.88,5,-10.6,3.2,2,Mon,Regular,1,-2.144869325,7967.362195,2516.545438,4021.393388,5514.533221,1901.670641,50560.08128,68338.25823,1674.844224
Consumption,1,9,10,1,-12.2,0.84,5,-10,1.6,2,Mon,Regular,1,7.003177257,7970.663116,2806.121544,4195.936633,5464.139841,1840.397505,44848.78965,58920.28136,2300.870685
Consumption,1,9,11,0.8,-12.8,0.8,5,-10,3.2,2,Mon,Regular,1,14.80690724,9904.370065,2688.218071,4246.609902,5593.153356,1505.28638,40953.26426,51186.64289,2291.030058
Consumption,1,9,12,0.9,-12.8,0.77,5,-9.4,3.2,2,Mon,Regular,1,20.75590348,10351.49076,3059.074834,4280.766872,5616.211468,1488.780999,38910.89311,51265.53714,2284.810475
Consumption,1,9,13,0.9,-13.3,0.74,5,-9.4,8,2,Mon,Regular,1,24.30977946,9988.512207,2816.729635,4132.872785,5590.087984,1457.961092,38691.93899,50230.53889,2281.992078
Consumption,1,9,14,0.7,-15,0.62,5,-8.9,12.9,2,Mon,Regular,1,25.05633476,9910.38073,2775.80047,4304.71163,5458.808137,1434.773371,36214.20152,49372.3211,2279.939197
Consumption,1,9,15,0.8,-14.4,0.7,5,-10,16.1,2,Mon,Regular,1,22.8984674,7975.369319,2729.526519,4276.404732,5458.542922,1425.740767,34643.17271,48990.75148,2280.780139
Consumption,1,9,16,0.6,-13.9,0.74,5,-10,9.7,2,Mon,Regular,1,18.10651893,7970.012046,2688.43428,4241.107172,5392.059069,1410.767932,33988.75228,52361.89665,2281.743255
Consumption,1,9,17,0.6,-14.4,0.73,5,-10.6,11.3,2,Mon,Regular,1,11.18046191,7938.686772,2688.542438,4242.78953,5390.049458,1478.711211,33912.73632,70839.03042,2282.984159
Consumption,1,9,18,0.4,-15,0.73,5,-11.1,16.1,2,Mon,Regular,1,2.659908475,10609.59104,2810.331345,4255.527065,4207.202091,1797.077376,36493.19903,96246.62677,2557.992762
Consumption,1,9,19,0.6,-15,0.8,5,-12.2,16.1,2,Mon,Regular,1,-6.987027633,10855.03624,2844.954556,3162.705887,4255.158314,1950.710603,32694.80803,103546.3426,2123.917858
Consumption,1,9,20,0,-18.3,0.91,4,-17.2,16.1,2,Mon,Regular,1,-17.38598764,10909.72582,2649.425828,2983.018645,4264.521615,2027.700174,33758.46147,101821.8488,2131.817963
Consumption,1,9,21,0,-20.6,0.83,4,-18.3,16.1,2,Mon,Regular,1,-28.22987928,8969.450023,2349.325328,2291.729943,4266.453821,2198.501094,33599.27374,101461.6377,1942.417126
Consumption,1,9,22,0,-21.7,0.83,4,-19.4,16.1,2,Mon,Regular,1,-39.22617162,8945.083427,1668.429227,2147.813005,1834.114357,2094.447604,34236.33763,88258.62835,811.9660454
Consumption,1,9,23,0,-21.1,0.87,4,-19.4,16.1,2,Mon,Regular,1,-50.00185123,8905.219163,993.337653,1888.785608,1875.651084,1722.271954,8946.240762,71499.22796,520.0697044
Consumption,1,9,24,0.2,-23.9,0.82,3,-21.7,16.1,2,Mon,Regular,1,-59.87633714,9371.360886,1580.438656,1904.954179,1991.753542,1472.110623,12592.17686,57654.26656,540.8794051
Consumption,1,10,1,0.4,-23.3,0.82,3,-21.1,16.1,3,Tue,Regular,1,-67.26140334,5316.862082,1165.731808,1859.34285,1937.124014,1451.45939,14558.79905,49411.78943,567.4128914
Consumption,1,10,2,0.6,-24.4,0.82,3,-22.2,16.1,3,Tue,Regular,1,-69.09175066,3655.194059,1142.214389,1862.270637,1981.138177,1489.539404,15394.07162,48707.81452,582.002523
Consumption,1,10,3,0.3,-25,0.86,3,-23.3,16.1,3,Tue,Regular,1,-64.12555588,3659.442993,1166.813067,1867.161127,1967.233233,1532.03865,16584.86864,48862.1083,598.8906497
Consumption,1,10,4,0,-25.6,0.82,3,-23.3,16.1,3,Tue,Regular,1,-55.2262682,3663.723277,1126.024621,1870.091907,2008.317665,1586.697138,17211.59081,49072.02927,607.8422229
Consumption,1,10,5,0.9,-25.6,0.86,3,-23.9,16.1,3,Tue,Regular,1,-44.78558047,3921.988819,1433.120954,2233.483699,2017.362126,1666.508309,18141.17885,54640.65205,618.3015032
Consumption,1,10,6,0.9,-25,0.86,3,-23.3,16.1,3,Tue,Regular,1,-33.83790619,5491.163513,1444.098446,2236.878824,2055.794658,1826.503848,18917.83999,65989.37084,621.9972905
Consumption,1,10,7,0.3,-25.6,0.82,3,-23.3,16.1,3,Tue,Regular,1,-22.86907254,10988.08458,1854.281764,3139.797265,2190.890873,2266.29651,52736.41084,79090.04078,1074.868962
Consumption,1,10,8,0.2,-21.1,0.87,4,-19.4,11.3,3,Tue,Regular,1,-12.19568808,10879.62122,1870.57753,3610.638306,4304.947014,2508.653676,46677.75154,85852.29855,1388.920588
Consumption,1,10,9,1,-20,0.83,4,-17.8,12.9,3,Tue,Regular,1,-2.108684121,7965.781012,2516.546572,3694.76971,5525.786749,2201.78649,47458.05558,72276.50726,1693.830816
Consumption,1,10,10,0.9,-16.7,0.87,4,-15,12.9,3,Tue,Regular,1,7.057374727,7969.906292,2803.325522,3950.968561,5468.825617,2092.253771,41619.27338,62057.0849,2313.23812
Consumption,1,10,11,0.1,-14.4,0.88,5,-12.8,16.1,3,Tue,Regular,1,14.88337612,9903.018967,2685.652135,4094.82053,5594.658017,1689.517626,36201.48586,52890.60943,2289.407465
Consumption,1,10,12,0,-15,0.7,5,-10.6,16.1,3,Tue,Regular,1,20.85771244,10350.91458,3058.193639,4181.398579,5615.941401,1596.011502,33891.2639,51855.75538,2270.804798
Consumption,1,10,13,0,-15.6,0.64,5,-10,16.1,3,Tue,Regular,1,24.4372408,9987.830466,2816.319303,4098.213917,5589.449335,1513.27165,33741.18693,50295.40335,2261.295999
Consumption,1,10,14,0,-15.6,0.62,5,-9.4,16.1,3,Tue,Regular,1,25.20576809,9909.138675,2774.709762,4275.967417,5458.247377,1454.16311,31817.76958,49120.32772,2257.524788
Consumption,1,10,15,0,-15.6,0.62,5,-9.4,16.1,3,Tue,Regular,1,23.06294573,7974.960913,2728.806022,4294.926596,5457.846037,1413.209538,29925.91838,48391.31294,2256.649828
Consumption,1,10,16,0,-16.1,0.59,5,-9.4,16.1,3,Tue,Regular,1,18.27853565,7969.954864,2687.852504,4302.366639,5391.234066,1383.552332,28539.9996,51581.41103,2260.172897
Consumption,1,10,17,0,-17.2,0.56,4,-10,16.1,3,Tue,Regular,1,11.35427081,7938.51445,2687.756873,4315.998304,5388.837189,1456.417094,29129.30778,70224.94288,2270.695161
Consumption,1,10,18,0,-18.3,0.61,4,-12.2,16.1,3,Tue,Regular,1,2.832185205,10608.89063,2809.340911,4266.512928,4206.237808,1794.008095,32845.17099,95950.49977,2552.889963
Consumption,1,10,19,0,-18.9,0.66,4,-13.9,16.1,3,Tue,Regular,1,-6.817617586,10854.04711,2844.226931,3142.421925,4254.736349,1965.24618,29678.67902,103509.6056,2122.193793
Consumption,1,10,20,0,-18.3,0.73,4,-14.4,16.1,3,Tue,Regular,1,-17.21939667,10853.56643,2569.711709,3074.254432,4256.042038,2004.561337,30214.24264,101390.4794,2127.266558
Consumption,1,10,21,0,-19.4,0.66,4,-14.4,16.1,3,Tue,Regular,1,-28.06505518,8917.488767,2274.995793,2534.060227,4257.051939,2144.835282,29898.51312,100564.8762,1934.027929
Consumption,1,10,22,0,-18.9,0.73,4,-15,16.1,3,Tue,Regular,1,-39.06115966,8905.255349,1611.519645,2362.822327,1812.541736,2029.881716,30580.96779,87200.78715,806.4224617
Consumption,1,10,23,0,-18.9,0.73,4,-15,16.1,3,Tue,Regular,1,-49.8338126,8905.230483,943.6882792,2093.859587,1869.707421,1633.370263,8043.951992,70326.60373,509.5908877
Consumption,1,10,24,0,-19.4,0.72,4,-15.6,16.1,3,Tue,Regular,1,-59.70271148,9371.360305,1569.969772,2083.742851,1941.590921,1339.278261,9208.059731,56110.99796,520.424276
Consumption,1,11,1,0,-19.4,0.66,4,-14.4,16.1,4,Wed,Regular,1,-67.08888319,5317.047273,1194.301399,2057.296035,1963.711198,1284.415111,10370.01853,47216.81411,529.6020247
Consumption,1,11,2,0,-20,0.58,4,-13.3,16.1,4,Wed,Regular,1,-68.95684966,3658.028617,1091.420309,2103.601951,1935.81056,1270.072464,12047.12349,45800.37348,534.1013328
Consumption,1,11,3,0,-18.9,0.58,4,-12.2,16.1,4,Wed,Regular,1,-64.05058931,3664.308843,1137.992006,2139.496788,1966.712268,1241.256532,12593.85581,45045.19068,550.2239424
Consumption,1,11,4,0.2,-16.7,0.61,4,-10.6,16.1,4,Wed,Regular,1,-55.18874959,3669.915552,1122.128819,2182.88959,1936.051024,1230.752465,12683.42241,44527.64914,548.0846547
Consumption,1,11,5,0.9,-16.1,0.61,4,-10,16.1,4,Wed,Regular,1,-44.76441038,3728.976266,1170.109975,2590.975702,1995.907433,1253.458048,12884.13702,49538.77007,549.1881228
Consumption,1,11,6,1,-15,0.64,5,-9.4,16.1,4,Wed,Regular,1,-33.82097066,5296.019236,1214.175674,2634.150234,1958.634274,1387.271913,13331.10101,60606.25686,551.3096237
Consumption,1,11,7,1,-14.4,0.65,5,-8.9,16.1,4,Wed,Regular,1,-22.84888137,10899.84454,1657.36523,3572.07392,2177.843447,1867.213464,44460.51008,73493.99459,1063.18987
Consumption,1,11,8,1,-13.3,0.68,5,-8.3,16.1,4,Wed,Regular,1,-12.16669683,10880.56943,1763.386958,4096.546812,4285.260011,2165.951987,39244.63214,80691.93083,1360.154992
Consumption,1,11,9,1,-13.3,0.65,5,-7.8,16.1,4,Wed,Regular,1,-2.066046076,7966.494005,2516.499972,4237.749118,5509.780474,1851.779999,41465.46151,67861.74578,1669.788565
Consumption,1,11,10,1,-11.7,0.68,6,-6.7,16.1,4,Wed,Regular,1,7.118290076,7970.569166,2806.507199,4423.746046,5461.5025,1779.439835,36717.99299,58333.47303,2295.671175
Consumption,1,11,11,1,-10.6,0.68,6,-5.6,12.9,4,Wed,Regular,1,14.96683655,9904.844459,2688.535256,4517.239361,5590.931671,1440.057342,34443.11908,50638.57341,2289.606037
Consumption,1,11,12,1,-10,0.68,6,-5,12.9,4,Wed,Regular,1,20.96671159,10352.29015,3059.569619,4575.476531,5615.000654,1424.302545,33273.81348,50699.45965,2284.3139
Consumption,1,11,13,1,-8.9,0.69,6,-3.9,12.9,4,Wed,Regular,1,24.57190117,9990.642964,2819.287904,4464.065772,5589.319275,1394.265531,33603.09964,49626.0788,2281.111383
Consumption,1,11,14,1,-8.3,0.72,7,-3.9,12.9,4,Wed,Regular,1,25.36211738,9913.648754,2778.933765,4625.857774,5458.356326,1378.238099,31575.63108,48759.33626,2279.428723
Consumption,1,11,15,1,-8.9,0.66,6,-3.3,12.9,4,Wed,Regular,1,23.23375698,7979.182078,2733.118473,4665.822725,5457.962266,1350.964024,29739.0474,48106.95943,2275.73799
Consumption,1,11,16,1,-8.9,0.66,6,-3.3,16.1,4,Wed,Regular,1,18.45611391,7972.984191,2692.250542,4696.244662,5391.367765,1317.311808,28791.04186,51205.78754,2272.104019
Consumption,1,11,17,1,-8.9,0.69,6,-3.9,16.1,4,Wed,Regular,1,11.53283618,7941.512526,2692.336129,4705.696545,5388.389503,1380.607077,29108.48233,69640.91675,2273.409072
Consumption,1,11,18,1,-10,0.78,6,-6.7,16.1,4,Wed,Regular,1,3.00849511,10612.91064,2814.119744,4632.717145,4205.037671,1703.65915,31591.22366,95145.52564,2549.529891
Consumption,1,11,19,1,-10.6,0.81,6,-7.8,16.1,4,Wed,Regular,1,-6.644755946,10858.07302,2847.006484,3457.473564,4252.73887,1861.936104,27915.37237,102531.2524,2116.39779
Consumption,1,11,20,1,-9.4,0.74,6,-5.6,16.1,4,Wed,Regular,1,-17.04976595,10912.99975,2652.597839,3481.921089,4259.852339,1871.760819,27867.72365,99990.92708,2117.60623
Consumption,1,11,21,1,-8.3,0.81,7,-5.6,16.1,4,Wed,Regular,1,-27.89740895,8973.139419,2353.584915,2983.137869,4259.471382,1997.903298,26999.88696,98831.58619,1921.715799
Consumption,1,11,22,1,-9.4,0.66,6,-3.9,16.1,4,Wed,Regular,1,-38.89330269,8948.518742,1671.254786,2901.64184,1818.541208,1859.170743,27197.98664,85106.30213,805.7605557
Consumption,1,11,23,1,-8.3,0.63,7,-2.2,16.1,4,Wed,Regular,1,-49.66256586,8908.640352,952.0947053,2759.198738,1815.157482,1409.049626,7760.028616,67774.25043,489.4339564
Consumption,1,11,24,1,-7.8,0.61,7,-1.1,16.1,4,Wed,Regular,1,-59.52497418,9373.591978,1381.971728,2853.312403,1841.447665,1045.115865,7260.226037,53115.15396,492.0664176
Consumption,1,12,1,1,-6.1,0.64,7,0,11.3,5,Thu,Regular,1,-66.9105276,5318.144,1008.108242,2869.394863,1816.341119,952.1207442,7260.226037,43931.12852,494.6467816
