Location,Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitation,Pressure,Temperature,Visibility,Wind_Speed
Solar Array,2010,1,13,14,1,-7.2,0.6851,0,992.2,-2.2,16.093,6.7
Solar Array,2010,1,13,15,0.9,-6.1,0.6629,0,991.9,-0.6,14.484,6.7
Solar Array,2010,1,13,16,0,-6.1,0.6876,0,991.9,-1.1,14.484,4.1
Solar Array,2010,1,13,17,0,-6.7,0.6862,0,991.9,-1.7,12.875,2.1
Solar Array,2010,1,13,18,0,-6.1,0.7186,0,991.9,-1.7,14.484,1.5
Solar Array,2010,1,13,19,0,-7.2,0.845,0,992.2,-5,11.265,0
Solar Array,2010,1,13,20,0,-7.2,0.7777,0,992.2,-3.9,12.875,2.1
Solar Array,2010,1,13,21,0,-8.3,0.8121,0,992.2,-5.6,12.875,2.1
Solar Array,2010,1,13,22,0,-7.8,0.7709,0,992.2,-4.4,12.875,3.1
Solar Array,2010,1,13,23,0,-7.2,0.7777,0,992.2,-3.9,12.875,3.1
Solar Array,2010,1,14,0,0,-7.8,0.8066,0,992.2,-5,12.875,2.6
Solar Array,2010,1,14,1,0,-7.8,0.8066,0,991.9,-5,11.265,3.6
Solar Array,2010,1,14,2,0,-7.2,0.8075,0,991.9,-4.4,11.265,4.1
Solar Array,2010,1,14,3,0,-7.8,0.8443,0,991.9,-5.6,9.656,3.6
Solar Array,2010,1,14,4,0,-7.2,0.8845,0,991.6,-5.6,11.265,4.1
Solar Array,2010,1,14,5,0,-7.2,0.845,0,990.9,-5,11.265,3.6
Solar Array,2010,1,14,6,0,-7.2,0.8075,0,990.6,-4.4,12.875,3.6
Solar Array,2010,1,14,7,0,-5.6,0.7746,0,990.6,-2.2,14.484,7.2
Solar Array,2010,1,14,8,0,-5.6,0.7746,0,990.6,-2.2,14.484,4.6
Solar Array,2010,1,14,9,0,-5.6,0.7746,0,990.6,-2.2,12.875,4.1
Solar Array,2010,1,14,10,0.5,-3.9,0.7497,0,990.9,0,12.875,4.6
Solar Array,2010,1,14,11,0,-2.8,0.72,0,990.9,1.7,14.484,5.7
Solar Array,2010,1,14,12,0,-2.2,0.6718,0,990.3,3.3,16.093,8.2
Solar Array,2010,1,14,13,0.5,-1.7,0.697,0,989.6,3.3,14.484,7.7
Solar Array,2010,1,14,14,0,-1.7,0.6682,0,988.6,3.9,16.093,8.8
Solar Array,2010,1,14,15,0.9,-1.7,0.6682,0,988.3,3.9,14.484,5.7
Solar Array,2010,1,14,16,1,-1.1,0.6983,0,988.6,3.9,14.484,8.8
Solar Array,2010,1,14,17,1,-1.1,0.7285,0,988.9,3.3,12.875,6.7
Solar Array,2010,1,14,18,1,-0.6,0.7829,0,989.6,2.8,14.484,6.2
Solar Array,2010,1,14,19,1,0,0.8179,0,990.3,2.8,11.265,6.2
Solar Array,2010,1,14,20,1,0,0.8535,0,990.9,2.2,11.265,6.2
Solar Array,2010,1,14,21,1,0,0.8535,0,991.6,2.2,11.265,6.2
Solar Array,2010,1,14,22,1,0,0.8535,0,991.9,2.2,11.265,6.2
Solar Array,2010,1,14,23,1,0,0.8535,0,992.2,2.2,11.265,6.2
Solar Array,2010,1,15,0,1,-0.6,0.817,0,992.9,2.2,11.265,5.1
Solar Array,2010,1,15,1,1,0,0.8535,0,993.2,2.2,9.656,4.1
Solar Array,2010,1,15,2,1,-0.6,0.8468,0,993.6,1.7,9.656,3.1
Solar Array,2010,1,15,3,1,-0.6,0.9165,0,994.9,0.6,4.828,5.1
Solar Array,2010,1,15,4,1,-1.1,0.8836,0,995.6,0.6,6.437,4.1
Solar Array,2010,1,15,5,1,-1.7,0.8454,0,995.9,0.6,11.265,3.1
Solar Array,2010,1,15,6,1,-1.7,0.8454,0,996.9,0.6,12.875,1.5
Solar Array,2010,1,15,7,1,-1.7,0.8454,0,997.9,0.6,12.875,2.6
Solar Array,2010,1,15,8,1,-1.7,0.8454,0,998.2,0.6,14.484,2.1
Solar Array,2010,1,15,9,1,-2.2,0.8148,0,998.6,0.6,14.484,3.1
Solar Array,2010,1,15,10,1,-2.2,0.7859,0,999.2,1.1,16.093,3.1
Solar Array,2010,1,15,11,1,-2.8,0.72,0,999.6,1.7,16.093,1.5
Solar Array,2010,1,15,12,1,-2.2,0.7263,0,999.6,2.2,16.093,3.6
Solar Array,2010,1,15,13,1,-2.2,0.7263,0,998.9,2.2,16.093,3.6
Solar Array,2010,1,15,14,0,-2.2,0.7263,0,998.6,2.2,16.093,4.1
Solar Array,2010,1,15,15,0,-2.2,0.696,0,998.2,2.8,16.093,3.6
Solar Array,2010,1,15,16,0,-2.8,0.6947,0,999.2,2.2,16.093,5.1
Solar Array,2010,1,15,17,0,-2.8,0.72,0,999.2,1.7,16.093,5.1
Solar Array,2010,1,15,18,0.5,-3.3,0.7508,0,999.6,0.6,16.093,3.6
Solar Array,2010,1,15,19,1,-2.8,0.7793,0,999.2,0.6,16.093,4.6
Solar Array,2010,1,15,20,1,-3.3,0.7508,0,998.6,0.6,16.093,3.6
Solar Array,2010,1,15,21,1,-3.3,0.7842,0,997.9,0,16.093,4.1
Solar Array,2010,1,15,22,1,-3.3,0.7842,0,997.6,0,16.093,4.1
Solar Array,2010,1,15,23,1,-3.3,0.7842,0,997.9,0,14.484,7.2
Solar Array,2010,1,16,0,1,-3.3,0.7842,0,998.2,0,11.265,6.2
Solar Array,2010,1,16,1,1,-3.3,0.7842,0,997.9,0,11.265,6.7
Solar Array,2010,1,16,2,1,-2.8,0.8139,0,997.2,0,11.265,6.7
Solar Array,2010,1,16,3,1,-2.8,0.8139,0,997.6,0,11.265,8.2
Solar Array,2010,1,16,4,1,-2.2,0.851,0,997.2,0,11.265,6.2
Solar Array,2010,1,16,5,1,-2.8,0.8503,0,997.2,-0.6,11.265,5.1
Solar Array,2010,1,16,6,1,-2.8,0.8503,0,997.2,-0.6,12.875,4.1
Solar Array,2010,1,16,7,1,-2.8,0.8503,0,996.6,-0.6,11.265,5.7
Solar Array,2010,1,16,8,1,-2.8,0.8503,0,996.6,-0.6,9.656,5.1
Solar Array,2010,1,16,9,1,-2.8,0.8503,0,997.6,-0.6,6.437,5.7
Solar Array,2010,1,16,10,1,-2.8,0.8503,0,996.6,-0.6,8.047,7.7
Solar Array,2010,1,16,11,1,-2.8,0.8503,0,996.9,-0.6,6.437,6.7
Solar Array,2010,1,16,12,1,-2.8,0.8503,0,997.2,-0.6,6.437,6.7
Solar Array,2010,1,16,13,1,-2.8,0.8139,0,996.6,0,8.047,7.2
Solar Array,2010,1,16,14,1,-2.8,0.8503,0,995.6,-0.6,8.047,6.2
Solar Array,2010,1,16,15,1,-2.8,0.8503,0,995.2,-0.6,6.437,5.1
Solar Array,2010,1,16,16,1,-3.3,0.8497,0,995.6,-1.1,6.437,6.2
Solar Array,2010,1,16,17,1,-3.3,0.8497,0,995.6,-1.1,6.437,5.1
Solar Array,2010,1,16,18,1,-3.3,0.888,0,994.9,-1.7,8.047,3.6
Solar Array,2010,1,16,19,1,-3.9,0.849,0,994.2,-1.7,8.047,4.1
Solar Array,2010,1,16,20,1,-3.9,0.849,0,994.2,-1.7,6.437,3.6
Solar Array,2010,1,16,21,1,-3.9,0.881,0,993.9,-2.2,6.437,3.1
Solar Array,2010,1,16,22,1,-4.4,0.8484,0,993.6,-2.2,8.047,4.1
Solar Array,2010,1,16,23,1,-3.9,0.881,0,992.6,-2.2,6.437,4.6
Solar Array,2010,1,17,0,1,-3.9,0.881,0,992.2,-2.2,6.437,3.6
Solar Array,2010,1,17,1,1,-4.4,0.887,0,991.9,-2.8,6.437,5.7
Solar Array,2010,1,17,2,1,-4.4,0.887,0,990.6,-2.8,6.437,3.6
Solar Array,2010,1,17,3,1,-4.4,0.9207,0,990.6,-3.3,6.437,4.6
Solar Array,2010,1,17,4,1,-4.4,0.9207,0,989.9,-3.3,6.437,4.6
Solar Array,2010,1,17,5,1,-5,0.8799,0,989.6,-3.3,6.437,3.6
Solar Array,2010,1,17,6,1,-5,0.9203,0,989.3,-3.9,4.828,2.6
Solar Array,2010,1,17,7,1,-4.4,0.9631,0,987.9,-3.9,4.023,2.1
Solar Array,2010,1,17,8,1,-5,0.9556,0,987.9,-4.4,2.012,1.5
Solar Array,2010,1,17,9,1,-4,1,0,,-4,1.207,1.5
Solar Array,2010,1,17,10,1,-4.4,1,0,987.3,-4.4,1.207,2.1
Solar Array,2010,1,17,11,1,-4,1,0,,-4,0.805,2.6
Solar Array,2010,1,17,12,1,-4,1,0,985.6,-4,1.207,2.6
Solar Array,2010,1,17,13,1,-4,1,0,,-4,0.805,3.1
Solar Array,2010,1,17,14,1,-4.4,0.9207,0,984.6,-3.3,1.609,2.6
Solar Array,2010,1,17,15,1,-4.4,0.9207,0,983.9,-3.3,1.609,2.6
Solar Array,2010,1,17,16,0,-4.4,0.887,0,983.9,-2.8,4.023,2.6
Solar Array,2010,1,17,17,0.5,-4,0.9489,0,983.6,-3.3,4.023,3.1
Solar Array,2010,1,17,18,0,-5.6,0.913,0,983.6,-4.4,2.414,2.1
Solar Array,2010,1,17,19,0,-5.6,0.9554,0,984.3,-5,4.023,2.1
Solar Array,2010,1,17,20,0,-5.6,0.913,0,984.3,-4.4,4.828,3.1
Solar Array,2010,1,17,21,0,-6.1,0.9196,0,984.6,-5,4.828,2.6
Solar Array,2010,1,17,22,0,-6.1,0.9196,0,984.9,-5,4.828,3.6
Solar Array,2010,1,17,23,0,-6.1,0.9196,0,984.9,-5,4.828,3.6
Solar Array,2010,1,18,0,0,-6.7,0.9192,0,984.9,-5.6,4.828,3.1
Solar Array,2010,1,18,1,1,-5,0.9273,0,984.9,-4,0.805,6.2
Solar Array,2010,1,18,2,1,-4,0.9279,0,,-3,1.207,4.1
Solar Array,2010,1,18,3,1,-3.3,0.9634,0,985.3,-2.8,2.414,3.1
Solar Array,2010,1,18,4,1,-2.8,0.9564,0,985.9,-2.2,2.012,3.6
Solar Array,2010,1,18,5,1,-3,0.9285,0,,-2,1.609,3.1
Solar Array,2010,1,18,6,1,-2.2,0.9637,0,986.6,-1.7,1.207,2.1
Solar Array,2010,1,18,7,1,-2.2,1,0,987.3,-2.2,1.207,3.6
Solar Array,2010,1,18,8,1,-2.8,0.9564,0,987.6,-2.2,1.207,3.6
Solar Array,2010,1,18,9,1,-2.8,0.9564,0,988.6,-2.2,2.414,5.1
Solar Array,2010,1,18,10,1,-2.8,0.9218,0,988.9,-1.7,3.219,3.1
Solar Array,2010,1,18,11,1,-2.2,0.9222,0,989.6,-1.1,3.219,2.6
Solar Array,2010,1,18,12,1,-1.7,0.9225,0,988.9,-0.6,3.219,2.1
Solar Array,2010,1,18,13,1,-2.2,0.889,0,988.6,-0.6,3.219,2.6
Solar Array,2010,1,18,14,1,-1.7,0.883,0,987.6,0,8.047,2.6
Solar Array,2010,1,18,15,1,-2.2,0.8148,0,987.6,0.6,9.656,3.1
Solar Array,2010,1,18,16,1,-2.2,0.8148,0,987.9,0.6,11.265,3.1
Solar Array,2010,1,18,17,1,-2.2,0.8148,0,988.3,0.6,9.656,1.5
Solar Array,2010,1,18,18,1,-2.2,0.8148,0,988.6,0.6,11.265,2.1
Solar Array,2010,1,18,19,1,-2.2,0.8148,0,988.9,0.6,11.265,2.1
Solar Array,2010,1,18,20,1,-2.2,0.851,0,988.9,0,11.265,3.6
Solar Array,2010,1,18,21,1,-2.2,0.8148,0,988.9,0.6,11.265,3.1
Solar Array,2010,1,18,22,1,-1.7,0.883,0,988.9,0,8.047,2.6
Solar Array,2010,1,18,23,1,-1.7,0.883,0,988.9,0,6.437,3.1
Solar Array,2010,1,19,0,1,-1.7,0.883,0,988.6,0,6.437,4.6
Solar Array,2010,1,19,1,1,-1.7,0.9225,0,988.3,-0.6,6.437,3.1
Solar Array,2010,1,19,2,1,-2.2,0.889,0,988.3,-0.6,6.437,3.6
Solar Array,2010,1,19,3,1,-2.2,0.889,0,988.6,-0.6,6.437,3.1
Solar Array,2010,1,19,4,1,-2.2,0.889,0,988.6,-0.6,6.437,2.6
Solar Array,2010,1,19,5,1,-2.2,0.889,0,987.9,-0.6,6.437,2.1
Solar Array,2010,1,19,6,1,-2.8,0.882,0,988.3,-1.1,8.047,3.6
Solar Array,2010,1,19,7,0.9,-3.3,0.888,0,988.3,-1.7,9.656,2.6
Solar Array,2010,1,19,8,0,-4.4,0.9207,0,988.6,-3.3,9.656,3.1
Solar Array,2010,1,19,9,1,-4.4,0.8484,0,989.3,-2.2,9.656,3.1
Solar Array,2010,1,19,10,1,-3.9,0.849,0,989.3,-1.7,9.656,3.6
Solar Array,2010,1,19,11,1,-3.9,0.8124,0,989.3,-1.1,12.875,4.1
Solar Array,2010,1,19,12,1,-3.3,0.8192,0,989.3,-0.6,12.875,3.6
Solar Array,2010,1,19,13,1,-3.9,0.8124,0,988.9,-1.1,12.875,4.1
Solar Array,2010,1,19,14,1,-3.3,0.8192,0,988.6,-0.6,14.484,3.6
Solar Array,2010,1,19,15,1,-3.9,0.6974,0,988.6,1,16.093,4.1
Solar Array,2010,1,19,16,1,-3.3,0.7508,0,988.9,0.6,14.484,2.1
Solar Array,2010,1,19,17,1,-3.9,0.7497,0,989.3,0,16.093,2.6
Solar Array,2010,1,19,18,1,-3.3,0.7842,0,989.6,0,16.093,3.1
Solar Array,2010,1,19,19,1,-4.4,0.7543,0,990.3,-0.6,16.093,3.6
Solar Array,2010,1,19,20,1,-6.1,0.6876,0,990.6,-1.1,16.093,4.6
Solar Array,2010,1,19,21,1,-6.7,0.6862,0,990.9,-1.7,16.093,2.6
Solar Array,2010,1,19,22,1,-6.7,0.7121,0,991.6,-2.2,16.093,2.6
Solar Array,2010,1,19,23,1,-7.2,0.6851,0,991.6,-2.2,16.093,2.6
Solar Array,2010,1,20,0,1,-7.8,0.7098,0,992.2,-3.3,16.093,4.6
Solar Array,2010,1,20,1,1,-8.3,0.6827,0,992.2,-3.3,16.093,4.6
Solar Array,2010,1,20,2,1,-8.3,0.7141,0,992.6,-3.9,16.093,3.1
Solar Array,2010,1,20,3,0.25,-9.4,0.7118,0,993.2,-5,16.093,2.1
Solar Array,2010,1,20,4,0,-9.4,0.774,0,993.6,-6.1,16.093,1.5
Solar Array,2010,1,20,5,0,-10,0.8033,0,993.9,-7.2,16.093,2.1
Solar Array,2010,1,20,6,0,-10.6,0.7659,0,994.2,-7.2,16.093,3.6
Solar Array,2010,1,20,7,0,-11.7,0.764,0,994.9,-8.3,16.093,2.1
Solar Array,2010,1,20,8,0,-11.7,0.8007,0,995.2,-8.9,16.093,1.5
Solar Array,2010,1,20,9,1,-10.6,0.8024,0,994.9,-7.8,4.828,3.1
Solar Array,2010,1,20,10,1,-10,0.7382,0,995.9,-6.1,16.093,1.5
Solar Array,2010,1,20,11,0,-8.3,0.7759,0,996.2,-5,16.093,2.6
Solar Array,2010,1,20,12,0,-7.2,0.7435,0,995.6,-3.3,16.093,3.6
Solar Array,2010,1,20,13,0,-7.2,0.6851,0,994.6,-2.2,16.093,6.2
Solar Array,2010,1,20,14,0.5,-7.2,0.6851,0,994.9,-2.2,16.093,4.1
Solar Array,2010,1,20,15,0.9,-7.2,0.7163,0,994.2,-2.8,16.093,5.7
Solar Array,2010,1,20,16,0,-7.2,0.7163,0,994.2,-2.8,16.093,5.1
Solar Array,2010,1,20,17,0,-7.2,0.7777,0,995.6,-3.9,16.093,2.6
Solar Array,2010,1,20,18,0.9,-7.8,0.7709,0,995.9,-4.4,16.093,2.6
Solar Array,2010,1,20,19,0.25,-7.8,0.8066,0,995.9,-5,16.093,3.1
Solar Array,2010,1,20,20,0.25,-7.8,0.7709,0,996.2,-4.4,16.093,4.6
Solar Array,2010,1,20,21,1,-7.2,0.7777,0,996.6,-3.9,16.093,4.6
Solar Array,2010,1,20,22,1,-6.7,0.8083,0,996.6,-3.9,16.093,4.1
Solar Array,2010,1,20,23,1,-6.1,0.8092,0,996.6,-3.3,16.093,3.6
Solar Array,2010,1,21,0,1,-5.6,0.8099,0,996.2,-2.8,16.093,4.6
Solar Array,2010,1,21,1,1,-5.6,0.8099,0,996.2,-2.8,16.093,5.1
Solar Array,2010,1,21,2,1,-5.6,0.8099,0,995.9,-2.8,16.093,5.7
Solar Array,2010,1,21,3,1,-6.7,0.8083,0,995.6,-3.9,16.093,5.7
Solar Array,2010,1,21,4,1,-7.2,0.845,0,995.2,-5,16.093,6.7
Solar Array,2010,1,21,5,0.9,-7.2,0.845,0,995.9,-5,16.093,3.6
Solar Array,2010,1,21,6,0,-8.3,0.8834,0,996.9,-6.7,16.093,2.6
Solar Array,2010,1,21,7,0,-8.9,0.876,0,996.2,-7.2,16.093,4.6
Solar Array,2010,1,21,8,0.9,-8.9,0.876,0,995.2,-7.2,11.265,3.6
Solar Array,2010,1,21,9,1,-7.8,0.8772,0,995.6,-6.1,11.265,6.2
Solar Array,2010,1,21,10,1,-7.2,0.845,0,995.6,-5,16.093,6.2
Solar Array,2010,1,21,11,1,-6.7,0.8393,0,995.6,-4.4,16.093,5.7
Solar Array,2010,1,21,12,1,-6.7,0.8083,0,994.6,-3.9,16.093,5.7
Solar Array,2010,1,21,13,1,-6.1,0.7796,0,993.6,-2.8,16.093,5.1
Solar Array,2010,1,21,14,0.5,-6.1,0.7796,0,992.6,-2.8,16.093,6.2
Solar Array,2010,1,21,15,0.25,-5.6,0.7746,0,992.2,-2.2,16.093,6.7
Solar Array,2010,1,21,16,0,-5.6,0.7746,0,991.9,-2.2,16.093,7.2
Solar Array,2010,1,21,17,0,-5.6,0.8099,0,991.2,-2.8,16.093,8.8
Solar Array,2010,1,21,18,0,-5.6,0.8407,0,990.9,-3.3,16.093,6.7
Solar Array,2010,1,21,19,0,-5.6,0.8407,0,991.2,-3.3,16.093,5.7
Solar Array,2010,1,21,20,0,-5.6,0.8407,0,991.2,-3.3,14.484,5.7
Solar Array,2010,1,21,21,0,-6.1,0.8092,0,990.9,-3.3,16.093,5.1
Solar Array,2010,1,21,22,0,-6.1,0.8464,0,990.9,-3.9,14.484,4.6
Solar Array,2010,1,21,23,0,-6.1,0.8788,0,990.6,-4.4,12.875,5.7
Solar Array,2010,1,22,0,0,-6.1,0.8464,0,989.9,-3.9,12.875,5.1
Solar Array,2010,1,22,1,0,-6.1,0.8788,0,989.3,-4.4,11.265,4.1
Solar Array,2010,1,22,2,0,-6.7,0.8782,0,989.3,-5,9.656,5.1
Solar Array,2010,1,22,3,0,-6.7,0.9192,0,989.9,-5.6,9.656,4.1
Solar Array,2010,1,22,4,0,-5.6,0.913,0,989.6,-4.4,9.656,5.1
Solar Array,2010,1,22,5,0,-5.6,0.913,0,989.6,-4.4,11.265,5.1
Solar Array,2010,1,22,6,0,-5.6,0.913,0,989.9,-4.4,11.265,5.1
Solar Array,2010,1,22,7,0.25,-5.6,0.913,0,990.9,-4.4,9.656,3.6
Solar Array,2010,1,22,8,1,-5.6,0.8793,0,990.9,-3.9,11.265,3.6
Solar Array,2010,1,22,9,1,-4.4,0.887,0,991.6,-2.8,11.265,4.1
Solar Array,2010,1,22,10,1,-3.9,0.881,0,991.9,-2.2,12.875,4.6
Solar Array,2010,1,22,11,1,-3.9,0.881,0,991.9,-2.2,11.265,6.2
Solar Array,2010,1,22,12,1,-3.9,0.881,0,991.9,-2.2,8.047,5.1
Solar Array,2010,1,22,13,1,-3.3,0.888,0,991.6,-1.7,8.047,3.6
Solar Array,2010,1,22,14,1,-3.3,0.8497,0,992.2,-1.1,9.656,3.6
Solar Array,2010,1,22,15,1,-3.3,0.8497,0,992.9,-1.1,8.047,4.1
Solar Array,2010,1,22,16,1,-3.3,0.8497,0,992.6,-1.1,8.047,5.1
Solar Array,2010,1,22,17,1,-3.3,0.888,0,993.2,-1.7,8.047,4.6
Solar Array,2010,1,22,18,0.25,-3.9,0.881,0,993.6,-2.2,9.656,4.1
Solar Array,2010,1,22,19,0.9,-3.9,0.881,0,994.6,-2.2,9.656,4.1
Solar Array,2010,1,22,20,1,-3.3,0.888,0,995.2,-1.7,11.265,4.1
Solar Array,2010,1,22,21,1,-4.4,0.8177,0,995.6,-1.7,16.093,3.1
Solar Array,2010,1,22,22,1,-4.4,0.8177,0,995.6,-1.7,16.093,3.1
Solar Array,2010,1,22,23,0.5,-5,0.8477,0,995.2,-2.8,16.093,2.1
Solar Array,2010,1,23,0,0.25,-6.1,0.8788,0,995.6,-4.4,14.484,1.5
Solar Array,2010,1,23,1,0.5,-6.1,0.8788,0,994.9,-4.4,16.093,3.1
Solar Array,2010,1,23,2,1,-6.1,0.8464,0,995.2,-3.9,16.093,2.1
Solar Array,2010,1,23,3,1,-5.6,0.8099,0,995.9,-2.8,16.093,1.5
Solar Array,2010,1,23,4,1,-5,0.8108,0,995.6,-2.2,16.093,2.6
Solar Array,2010,1,23,5,1,-5,0.8108,0,995.6,-2.2,16.093,3.1
Solar Array,2010,1,23,6,1,-5,0.8108,0,995.2,-2.2,16.093,3.6
Solar Array,2010,1,23,7,1,-5,0.7814,0,995.2,-1.7,16.093,3.6
Solar Array,2010,1,23,8,1,-4.4,0.8177,0,995.2,-1.7,16.093,2.6
Solar Array,2010,1,23,9,1,-4.4,0.8177,0,994.2,-1.7,16.093,4.1
Solar Array,2010,1,23,10,1,-4.4,0.7824,0,994.2,-1.1,16.093,3.6
Solar Array,2010,1,23,11,1,-4.4,0.7824,0,994.6,-1.1,16.093,3.6
Solar Array,2010,1,23,12,1,-4.4,0.7543,0,993.6,-0.6,16.093,4.6
Solar Array,2010,1,23,13,1,-3.3,0.7508,0,992.9,0.6,16.093,3.6
Solar Array,2010,1,23,14,1,-3.3,0.7508,0,991.2,0.6,16.093,3.6
Solar Array,2010,1,23,15,1,-2.8,0.7517,0,990.3,1.1,16.093,4.6
Solar Array,2010,1,23,16,1,-2.8,0.7517,0,989.9,1.1,16.093,4.1
Solar Array,2010,1,23,17,1,-2.8,0.7517,0,988.9,1.1,16.093,5.1
Solar Array,2010,1,23,18,1,-2.2,0.8148,0,987.9,0.6,16.093,5.7
Solar Array,2010,1,23,19,1,-2.2,0.7859,0,988.6,1.1,16.093,5.1
Solar Array,2010,1,23,20,1,-2.2,0.7859,0,987.6,1.1,16.093,5.1
Solar Array,2010,1,23,21,1,-1.7,0.8155,0,986.9,1.1,16.093,4.6
Solar Array,2010,1,23,22,1,-1.7,0.8155,0,986.6,1.1,16.093,3.1
Solar Array,2010,1,23,23,1,-1.7,0.7811,0,985.9,1.7,16.093,3.1
Solar Array,2010,1,24,0,1,-1.7,0.7811,0,985.6,1.7,16.093,3.6
Solar Array,2010,1,24,1,1,-1.7,0.7811,0,983.6,1.7,16.093,5.1
Solar Array,2010,1,24,2,1,-1.7,0.7811,0,982.9,1.7,16.093,4.6
Solar Array,2010,1,24,3,0,-1.7,0.7811,0,981.6,1.7,16.093,4.6
Solar Array,2010,1,24,4,0,-1.7,0.8155,0,980.3,1.1,16.093,5.7
Solar Array,2010,1,24,5,0,-1.1,0.8163,0,978.3,1.7,16.093,5.7
Solar Array,2010,1,24,6,0,-0.6,0.8468,0,977,1.7,16.093,6.7
Solar Array,2010,1,24,7,0,0.6,0.8245,0,976.6,3.3,16.093,6.2
Solar Array,2010,1,24,8,1,0.6,0.8245,0,976,3.3,14.484,6.2
Solar Array,2010,1,24,9,1,1.7,0.8924,1,974.6,3.3,8.047,6.7
Solar Array,2010,1,24,10,1,2.2,0.8866,0.5,974.3,3.9,3.219,8.8
Solar Array,2010,1,24,11,1,2.2,0.9249,1,973.7,3.3,3.219,7.7
Solar Array,2010,1,24,12,1,2.8,0.9252,0.8,972.3,3.9,4.023,6.7
Solar Array,2010,1,24,13,1,3.3,0.8875,0,970.7,5,16.093,6.7
Solar Array,2010,1,24,14,1,3.9,0.8578,0,969,6.1,16.093,7.2
Solar Array,2010,1,24,15,1,4.4,0.8525,0,969.3,6.7,16.093,9.8
Solar Array,2010,1,24,16,1,5,0.889,0,969,6.7,16.093,8.2
Solar Array,2010,1,24,17,1,5.6,0.9269,0,968.7,6.7,16.093,5.7
Solar Array,2010,1,24,18,0.9,5,0.889,0,968.7,6.7,16.093,5.7
Solar Array,2010,1,24,19,1,5,0.9265,0,968.7,6.1,16.093,4.6
Solar Array,2010,1,24,20,1,5,0.9265,0,968.3,6.1,16.093,4.6
Solar Array,2010,1,24,21,0.9,5,0.9591,0,968,5.6,16.093,5.1
Solar Array,2010,1,24,22,1,5,0.9591,0,967.7,5.6,11.265,4.6
Solar Array,2010,1,24,23,1,5,0.9591,0,967.3,5.6,11.265,3.6
Solar Array,2010,1,25,0,1,5,0.9591,0,966.7,5.6,8.047,5.1
Solar Array,2010,1,25,1,1,2.8,0.9652,0,966.7,3.3,8.047,4.6
Solar Array,2010,1,25,2,1,2.2,0.9582,0,966.3,2.8,9.656,3.6
Solar Array,2010,1,25,3,1,1.7,0.9649,0,966.7,2.2,11.265,4.6
Solar Array,2010,1,25,4,1,1.1,0.9578,0,966,1.7,6.437,3.6
Solar Array,2010,1,25,5,1,1.1,0.9578,0,965.7,1.7,8.047,3.6
Solar Array,2010,1,25,6,1,0.6,0.9239,0,965.4,1.7,9.656,4.6
Solar Array,2010,1,25,7,1,0,0.9235,0,965.4,1.1,12.875,5.1
Solar Array,2010,1,25,8,1,-1.1,0.8836,0,965.4,0.6,16.093,6.2
Solar Array,2010,1,25,9,1,-1.1,0.8836,0,965.7,0.6,16.093,5.1
Solar Array,2010,1,25,10,1,-1.7,0.8454,0,965.7,0.6,14.484,7.2
Solar Array,2010,1,25,11,1,-2.8,0.7793,0,966,0.6,16.093,7.2
Solar Array,2010,1,25,12,1,-3.3,0.7842,0,965.7,0,16.093,6.7
Solar Array,2010,1,25,13,1,-3.3,0.7842,0,965.4,0,16.093,5.7
Solar Array,2010,1,25,14,1,-3.3,0.7842,0,965.4,0,12.875,6.7
Solar Array,2010,1,25,15,1,-3.3,0.7508,0,965.7,0.6,16.093,6.7
Solar Array,2010,1,25,16,1,-3.3,0.7842,0,966.7,0,9.656,5.7
Solar Array,2010,1,25,17,1,-3.3,0.7842,0,967.3,0,8.047,4.6
Solar Array,2010,1,25,18,1,-2.8,0.8139,0,968,0,9.656,4.6
Solar Array,2010,1,25,19,1,-2.8,0.8503,0,968.7,-0.6,12.875,4.6
Solar Array,2010,1,25,20,1,-2.8,0.8503,0,969,-0.6,9.656,5.1
Solar Array,2010,1,25,21,1,-3.3,0.8192,0,969.3,-0.6,9.656,4.1
Solar Array,2010,1,25,22,1,-3.3,0.8192,0,969.7,-0.6,8.047,4.6
Solar Array,2010,1,25,23,1,-3.3,0.8192,0,969.7,-0.6,16.093,5.7
Solar Array,2010,1,26,0,1,-2.8,0.882,0,969.7,-1.1,8.047,5.1
Solar Array,2010,1,26,1,1,-2.8,0.8503,0,970,-0.6,12.875,6.2
Solar Array,2010,1,26,2,1,-2.8,0.8503,0,970.3,-0.6,16.093,7.7
Solar Array,2010,1,26,3,1,-3.9,0.8124,0,971.3,-1.1,14.484,6.7
Solar Array,2010,1,26,4,1,-3.9,0.849,0,972,-1.7,12.875,7.2
Solar Array,2010,1,26,5,1,-4.4,0.8177,0,972.7,-1.7,12.875,6.7
Solar Array,2010,1,26,6,1,-3.9,0.849,0,973.7,-1.7,11.265,5.1
Solar Array,2010,1,26,7,1,-3.9,0.849,0,974.6,-1.7,9.656,5.7
Solar Array,2010,1,26,8,1,-3.9,0.849,0,975.6,-1.7,11.265,5.7
Solar Array,2010,1,26,9,1,-3.9,0.881,0,976.3,-2.2,4.828,7.2
Solar Array,2010,1,26,10,1,-4.4,0.8484,0,977.3,-2.2,4.828,7.2
Solar Array,2010,1,26,11,1,-4.4,0.8484,0,978.3,-2.2,4.828,6.7
